name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"MASCARA-1 b";"Confirmed";3.7;1.5;"UltraHot Jupiter";2.14878;0.043;"MASCARA-1";188.7;7554.0;2.1;2.57000000000e+03;8.3;7.8190000;7.7400000;1.15;73.7844;194.3725;"HD 201585 b";"7/1/19";"G-B: High resolution visible";2206.09443;"{"Featureless spectra":"Detection"}";0;"No";"Study of the CLV and RM effects on retrieving featureless spectra"
"MASCARA-1 b";"Confirmed";3.7;1.5;"UltraHot Jupiter";2.14878;0.043;"MASCARA-1";188.7;7554.0;2.1;2.57000000000e+03;8.3;7.8190000;7.7400000;1.15;73.7844;194.3725;"HD 201585 b";"7/1/19";"G-B: High resolution IR";2206.10621;"{"H2O":"Detection","CO":"Detection"}";0;"No";
"MASCARA-1 b";"Confirmed";3.7;1.5;"UltraHot Jupiter";2.14878;0.043;"MASCARA-1";188.7;7554.0;2.1;2.57000000000e+03;8.3;7.8190000;7.7400000;1.15;73.7844;194.3725;"HD 201585 b";"7/1/19";"G-B: High resolution IR";2308.07157;"{"Molecular":"Detection","Fe":"Detection","H2O":"Detection","CO":"Detection"}";;"No";"Observations with CRIRES+"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"TESS";2106.02610;"[]";0;"Yes";"Secondary eclipse (D=111+/-36 ppm) and planetary phase curve measured."
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution IR";2112.10461;"{"Si":"Detection"}";0;"No";"High-resolution emission spectroscopy in the near-infrared with CARMENES."
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"HST WFC3";2201.02261;"{"H2O":"Detection","CO":"Detection"}";0;"No";"Detected in emission. Also use TESS and Spitzer data"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";"2020A&A...641A.120H";"{"Fe":"Detection","Fe+":"Detection","Na":"Detection","Mg":"Detection","Cr+":"Detection"}";0;"No";"Confirmations of Fe, Fe+ and Na and new detections of Mg and Cr+ using transit observations with EXPRES"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";2203.04969;"{"Fe+":"Detection"}";0;"No";
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";"2018A&A...616A.151C";"{"H":"Detection","Na":"Detection"}";0;"No";"Detection of sodium (Na I) doublet and the Halpha using HARPS-N observation"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";"2020A&A...638A..26S";"{"Fe":"Detection","Fe+":"Detection"}";0;"No";"Detection of Fe I and Fe II using HARPS-N observations, using a cross-correlation method"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";2204.04948;"{"Fe":"Detection","Fe+":"Detection","Cr":"Detection"}";0;"No";"Species detected in emission"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";2205.12162;"{"Fe+":"No detection","Cr":"No detection","Fe":"Detection"}";0;"No";
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";"2020MNRAS.496..504N";"{"Fe":"Detection","Fe+":"Detection","Ca+":"Detection","Na":"Detection"}";0;"No";"HARPS-N and CARMENES observations"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";"2019A&A...628A...9C";"{"H":"Detection","Na":"Detection","Ca+":"Detection","Fe+":"Detection"}";0;"No";"HARPS-N and CARMENES observations"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";"2022A&A...659A...7Y";"{"Fe":"Detection"}";;"No";"Detection of FeI in emission using CARMENES observations"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";2208.04759;"{"Fe+":"Detection","Ni+":"Detection"}";;"No";"Constraints on the abundances of Fe i, H2O, and CO, and a stringent upper limit on the TiO abundance."
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";2310.09352;"{"Fe":"Detection","Ni":"Detection","Cr":"No detection"}";;"No";
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"CHEOPS";2311.03264;"[]";0.36;"No";"indications of variable cloud cover advecting onto the planetary dayside"
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution IR";"2020AJ....160..228K";"{"FeH":"Upper limit"}";0;"No";
"MASCARA-2 b/KELT-20 b";"Confirmed";3.518;1.83;"UltraHot Jupiter";3.4741085;0.0542;"MASCARA-2";;8980.0;1.6;2230.0;3.0;;;1.15;;;"HD 185603 b, MASCARA-2 b";"9/16/22";"G-B: High resolution visible";2205.01623;"{"Na":"Detection"}";;"No";"Confirmed the previously reported detections of Na using HARPS-N."
"NGTS-5 b";"Confirmed";0.229;1.136;"Hot Jupiter";3.3569866;0.0382;"NGTS-5";309.5;4987.0;0.739;952.0;13.7890000;12.1170000;11.6120000;1.15;214.0157;45.4613;;"5/3/19";"G-B:Low resolution IR";2204.11865;"{"He":"Upper limit"}";;"No";"Narrow band photometry with Palomar/WIRC. Tentative detection at 2.2σ confidence, excess absorption of 1.02+0.48−0.46%."
"NLTT 5306 b";"Confirmed";56.0;23.043886752891;"Hot Jupiter";1.698;0.00263;"NLTT 5306";77.9678;7756.0;0.0156;910.86849363777;;16.24;15.56;1.15;2349003.5273;3696574.1538;"LSPM J0135+1445 b, WD 0132+145 b";"12/11/18";"HST WFC3";2303.07420;"[]";;"Yes";
"PDS 70 b";"Confirmed";7.0;2.720;"Hot Jupiter";45108.0;22.7;"PDS 70";113.43;3972.0;1.26;1.20400000000e+03;12.233;9.5530010;8.5420000;1.15;136.1733;785.82;;"10/25/19";"G-B:Low resolution IR";2106.03615;"{"CO":"Upper limit","H2O":"Upper limit","CH4":"Upper limit"}";0;"No";
"pi Men c";"Confirmed";0.01142;0.16719;"Hot";6.267852;0.06702;"pi Men";18.37;6037.0;1.1;1147.0;5.67;4.8690000;4.2410000;1.26;229.5163;15.4975;"HD 39091 c";"3/3/22";"HST STIS";"2021ApJ...907L..36G";"{"C+":"Detection"}";0;"No";"HST COS, not STIS, but COS not available, while it should be"
"pi Men c";"Confirmed";0.01142;0.16719;"Hot";6.267852;0.06702;"pi Men";18.37;6037.0;1.1;1147.0;5.67;4.8690000;4.2410000;1.26;229.5163;15.4975;"HD 39091 c";"3/3/22";"HST STIS";"2020ApJ...888L..21G";"{"H":"No detection"}";0;"No";
"Qatar-1 b";"Confirmed";1.294;1.143;"Hot Jupiter";1.42002504;0.02332;"Qatar-1";187.0;5013.0;0.803;1.41800000000e+03;12.84;10.9990000;10.4;1.15;81.4418;146.677;;"8/15/18";"G-B: Low resolution visible";2305.19441;"{"Featureless":"Detection"}";;"No";
"Qatar-1 b";"Confirmed";1.294;1.143;"Hot Jupiter";1.42002504;0.02332;"Qatar-1";187.0;5013.0;0.803;1.41800000000e+03;12.84;10.9990000;10.4;1.15;81.4418;146.677;;"8/15/18";"Spitzer";2004.00014;"[]";0;"Yes";
"Qatar-1 b";"Confirmed";1.294;1.143;"Hot Jupiter";1.42002504;0.02332;"Qatar-1";187.0;5013.0;0.803;1.41800000000e+03;12.84;10.9990000;10.4;1.15;81.4418;146.677;;"8/15/18";"Spitzer";2203.15059;"[]";;"Yes";"Spitzer phase curve"
"Qatar-2 b";"Confirmed";2.494;1.254;"Hot Jupiter";1.33711647;0.02153;"Qatar-2";182.32;4645.0;0.78;1344.0;13.3;11.35;10.6190000;1.15;47.6875;168.8255;"2MASS J13503740-0648145 b, EPIC 212756297.01, GSC 04974-00112 b, WISE J135037.33-064814.5 b";"2/5/21";"Spitzer";2203.15059;"[]";;"Yes";"Spitzer phase curve"
"tau Boo A b";"Confirmed";5.84;1.06;"Hot Jupiter";3.31249;0.046;"tau Boo A";15.6;6309.0;1.331;1636.4551015556;4.5;;;1.15;;;"tau Boo b";"7/7/22";"G-B: High resolution IR";2205.14975;"{"H2O":"Detection"}";0;"No";
"tau Boo A b";"Confirmed";5.84;1.06;"Hot Jupiter";3.31249;0.046;"tau Boo A";15.6;6309.0;1.331;1636.4551015556;4.5;;;1.15;;;"tau Boo b";"7/7/22";"G-B: High resolution IR";"2012Natur.486..502B";"{"CO":"Detection"}";0;"No";
"tau Boo A b";"Confirmed";5.84;1.06;"Hot Jupiter";3.31249;0.046;"tau Boo A";15.6;6309.0;1.331;1636.4551015556;4.5;;;1.15;;;"tau Boo b";"7/7/22";"G-B: High resolution IR";"2014ApJ...783L..29L";"{"H2O":"Detection"}";0;"No";
"tau Boo A b";"Confirmed";5.84;1.06;"Hot Jupiter";3.31249;0.046;"tau Boo A";15.6;6309.0;1.331;1636.4551015556;4.5;;;1.15;;;"tau Boo b";"7/7/22";"G-B: High resolution IR";2105.10513;"{"CO":"Detection","H2O":"Upper limit","CH4":"Upper limit","CO2":"Upper limit","HCN":"Upper limit","TiO":"Upper limit","NH3":"Upper limit"}";0;"No";
"TOI-1235 b";"Confirmed";0.0186;0.15113;"Warm";3.444717;0.03826;"TOI-1235";39.68;3997.0;0.619;775.0;11.0;8.7110000;7.8930000;1.26;37.8556;5.1577;;"4/15/20";"G-B: High resolution IR";2302.01479;"{"He":"Upper limit"}";;"No";
"TOI-1268 b";"Confirmed";0.29;0.82;"Hot Jupiter";8.1577094;0.072;"TOI-1268";110.0;5200.0;0.92;9.18900000000e+02;11.0;9.4000000;8.9110000;1.15;138.3357;46.6352;;"2/1/22";"G-B:Low resolution IR";2307.09515;"{"He":"Detection"}";;"No";"Narrow band photometry with Palomar/WIRC"
"TOI-1430 b";"Confirmed";0.022;0.187;"Hot";7.434162;0.0705;"TOI-1430";;;;813.0;;;;1.26;;;;"7/29/22";"G-B: High resolution IR";2307.05191;"{"He":"Detection"}";;"No";"He absorption of -0.91 +- 0.11% with CARMENES"
"TOI-1430.01";"PC";0.014232621543259;0.15107053571429;"Warm";7.4341381;;;41.1706000;5064.000;0.7800000;745.0000000;;;;1.26;1652.3125;83.1486;;"11/23/21";"G-B: High resolution IR";2207.13099;"{"He":"Detection"}";;"No";"0.64 ± 0.06% absorption in a young planet. Signal is redshifted."
"TOI-1431 b/MASCARA-5 b";"Confirmed";3.14;1.508;"UltraHot Jupiter";2.65022;0.047;"TOI-1431/MASCARA-5";149.6;7690.0;1.92;2370.0;8.0;;;1.15;;;"HD 201033 b";"9/16/22";"G-B: High resolution visible";2104.12414;"{"H":"No detection","Ca":"No detection","Fe":"No detection","Fe+":"No detection","Mg":"No detection","Na":"No detection","V":"No detection","TiO":"No detection","VO":"No detection"}";;"No";"Non detections with cross correlation or transmission spectra techniques."
"TOI-1518 b";"Confirmed";2.3;1.875;"UltraHot Jupiter";1.902603;0.039;"TOI-1518";225.8880000;7300.0;1.95;2892.0;8.9520000;8.4290000;8.3250000;1.15;228.4563;328.1646;;"8/27/21";"G-B: High resolution visible";"2021AJ....162..218C";"{"Fe":"Detection","Fe+":"Upper limit"}";;"No";"Detection of FeI using EXPRES data"
"TOI-1683.01";"PC";0.030285292477177;0.23555357142857;"Hot";3.0575356;;;51.1884000;4402.000;0.7000000;995.0000000;;;;1.26;4881.2947;585.9515;;"1/7/22";"G-B: High resolution IR";2207.13099;"{"He":"Detection"}";;"No";"0.84 ± 0.17% absorption in a young planet. Signal is blueshifted."
"TOI-1728 b";"Confirmed";0.08426;0.4505;"Warm";3.49151;0.0391;"TOI-1728";60.8;3980.0;0.6243;767.0;12.4;9.6420000;8.8030010;1.15;128.0176;29.0195;;"6/26/20";"G-B: High resolution IR";2006.14546;"{"He":"Upper limit"}";;"No";"Upper limit of 1.1% with few spectra without covering all the transit"
"TOI-1807 b";"Confirmed";0.00714;0.1222;"Hot";0.549229;0.0135;"TOI-1807";42.577;4757.0;0.68;1499.0;10.0;8.1030000;7.5680000;0.19;16.6707;10.0954;;"10/11/22";"G-B: High resolution IR";2211.02887;"{"He":"Upper limit"}";;"No";"Upper limit EW < 4 mAngs."
"TOI-2076 b";"Confirmed";0.043837937845341;0.2928;"Hot";10.35566;0.0631;"TOI-2076";41.906;5187.0;0.761;870.0;10.0;7.6130000;7.1150000;1.28;146.1245;17.6006;;"7/13/21";"G-B: High resolution IR";2211.02887;"{"He":"Upper limit"}";;"No";"Upper limit EW < 8 mAngs. Helium feature most likely to stellar origin"
"TOI-2076 b";"Confirmed";0.043837937845341;0.2928;"Hot";10.35566;0.0631;"TOI-2076";41.906;5187.0;0.761;870.0;10.0;7.6130000;7.1150000;1.28;146.1245;17.6006;;"7/13/21";"G-B: High resolution IR";2207.13099;"{"He":"Detection"}";;"No";"1.01 ± 0.05% absorption in a young planet. Signal redshifted and it has a visually distinguishable secondary peak."
"TOI-2134.01";"PC";0.038184133043514;0.26995803571429;"Warm";9.2292732;;;22.6202000;4406.000;0.7700000;636.0000000;;;;1.28;;;;"11/23/21";"G-B: High resolution IR";2308.02002;"{"He":"Detection"}";;"No";"Absorption peak of 0.37 ± 0.05%, and an equivalent width of 3.3 ± 0.3 mA with kECK/NIRSPEC"
"TOI-2136 b";"Confirmed";0.0148;0.1865;"Temperate";7.85191;0.054;"TOI-2136";33.36;3342.0;0.34;378.0;14.0;10.1840000;9.3430000;1.26;73.3465;1.429;;"4/21/22";"G-B: High resolution IR";2202.10182;"{"He":"Upper limit"}";;"No";"Upper limit with IRD of 1.44% absorption or 7.8 mA EW."
"TOI-270 d";"Confirmed";0.017;0.19;"Temperate";11.38014;0.0733;"TOI-270";22.453;3386.0;0.38;340.0;12.6;9.0990000;8.2510000;1.26;80.1298;1.1477;;"3/15/19";"HST WFC3";2211.15576;"{"H2O":"Detection"}";;"No";
"TOI-3757 b";"Confirmed";0.2684;1.07;"Warm Jupiter";3.438753;0.03845;"TOI-3757";177.4;3913.0;0.62;759.0;15.0;12.0000000;11.1520000;1.15;182.4002;55.975;;"3/15/22";"G-B: High resolution IR";2203.07178;"{"He":"Upper limit"}";;"No";"Upper limit with HPF of 6.9% excess absorption."
"TOI-503 b";"Confirmed";53.6;1.29;"Jupiter";3.6775;;"TOI-503";;7639.0;1.79;;9.4;;;1.15;;;;"9/19/19";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Ellipsoidal distortion and Doppler boosting from the star detected. Upper limit on secondary eclipse depth."
"TOI-674 b";"Confirmed";0.0739;0.4693;"Warm";1.977143;0.0231;"TOI-674";46.16;3505.0;0.421;661.0;14.2;10.3590000;9.4690000;1.15;224.7722;40.2249;;"6/3/21";"HST WFC3";2201.04197;"{"H2O":"Detection"}";0;"No";"Increased absorption at 1.4 μ m due to water vapor at 2.1 sigma only"
"TOI-764.01";"APC";0.85695537889562;1.6828539285714;"Hot Jupiter";5.6319420;;;789.3410000;6632.000;1.5417300;1381.0068066;;;;1.15;;;;"10/29/21";"TESS";2009.10432;"[]";;"Yes";
"TOI-824 b";"Confirmed";0.058104;0.26104;"Hot";1.392978;0.02177;"TOI-824";63.71;4616.0;0.68;1.25300000000e+03;11.1;9.1450010;8.4320000;1.28;69.5918;23.3768;;"8/28/20";"Spitzer";2211.11793;"[]";0.26;"No";"Albedo <0.26"
"TOI-910.01";"PC";0.0021833028452013;0.082959571428571;"Warm";2.0290882;;;12.4814000;3194.000;0.2874970;552.8129815;;;;0.19;;;;"11/16/21";"JWST-NIRSpec";2301.04191;"{"Featureless":"Detection"}";;"No";
"TRAPPIST-1 b";"Confirmed";0.0027;0.09689;"Warm";1.51087081;0.01111;"TRAPPIST-1";12.1;2560.0;0.117;400.1;18.8;11.3540000;10.2960000;0.19;44.3327;3.91;;"4/9/20";"G-B: High resolution IR";2106.11444;"{"He":"No detection"}";0;"No";
"TRAPPIST-1 b";"Confirmed";0.0027;0.09689;"Warm";1.51087081;0.01111;"TRAPPIST-1";12.1;2560.0;0.117;400.1;18.8;11.3540000;10.2960000;0.19;44.3327;3.91;;"4/9/20";"JWST-MIRI";2303.14849;"{"CO2":"No detection"}";;"No";"Little or no planetary atmosphere redistributing radiation from the host star"
"TRAPPIST-1 b";"Confirmed";0.0027;0.09689;"Warm";1.51087081;0.01111;"TRAPPIST-1";12.1;2560.0;0.117;400.1;18.8;11.3540000;10.2960000;0.19;44.3327;3.91;;"4/9/20";"JWST-NIRISS";2309.07047;"{"Featureless":"Detection"}";;"No";"Strong detection of stellar activity contamination"
"TRAPPIST-1 c";"Confirmed";0.00434;0.09421;"Temperate";2.4218233;0.01521;"TRAPPIST-1";12.1;2560.0;0.117;341.9;18.8;11.3540000;10.2960000;0.19;21.6662;1.7484;;"4/9/20";"JWST-MIRI";"2023arXiv230610150Z";"[]";;"Yes";
"TRAPPIST-1 e";"Confirmed";0.002;0.0819;"Temperate";6.099615;0.02817;"TRAPPIST-1";12.1;2560.0;0.117;251.3;18.8;11.3540000;10.2960000;0.19;22.7037;0.209;"2MASS J23062928-0502285 e";"8/15/22";"G-B: High resolution IR";2106.11444;"{"He":"Theoretical prediction"}";0;"No";
"TRAPPIST-1 f";"Confirmed";0.0021;0.09323;"Temperate";9.20669;0.0371;"TRAPPIST-1";12.1;2560.0;0.117;219.0;18.8;11.3540000;10.2960000;0.19;27.7955;0.0972;;"2/17/20";"G-B: High resolution IR";2106.11444;"{"He":"No detection"}";0;"No";
"TRAPPIST-1 h";"Confirmed";0.001041;0.0674;"Temperate";20.0;0.063;"TRAPPIST-1";12.1;2560.0;0.117;168.0;18.8;11.3540000;10.2960000;0.19;16.2525;0.0045;;"7/24/19";"HST WFC3";2112.05510;"{"Featureless spectra":"Upper limit"}";0;"No";"IR observations with HST/WFC3 G141. Flat line is the best retrieval model."
"TRAPPIST-1 h";"Confirmed";0.001041;0.0674;"Temperate";20.0;0.063;"TRAPPIST-1";12.1;2560.0;0.117;168.0;18.8;11.3540000;10.2960000;0.19;16.2525;0.0045;;"7/24/19";"HST WFC3";2203.13698;"{"Featureless spectra":"Detection"}";0;"No";
"TrES-3 b";"Confirmed";1.91;1.305;"Hot Jupiter";1.30618608;0.0226;"TrES-3";231.3370000;5720.0;0.813;1654.3238733504;12.4;11.0150000;10.6080000;1.15;92.776;187.5688;"TrES-3";"9/13/22";"G-B: Low resolution visible";2209.06680;"[]";1;"No";"Geometric albedo in Johnson B and Johnson V, respectively: 0.11 ± 0.12 and 0.04 ± 0.26"
"TrES-4 b";"Confirmed";0.917;1.706;"Hot Jupiter";3.5539268;0.05084;"TrES-4";479.0;6200.0;1.798;1777.940476941;11.592;10.5830000;10.3300000;1.15;115.7454;76.0378;"TrES-4";"10/29/18";"G-B: Low resolution visible";2305.19441;"{"Featureless":"Detection"}";;"No";
"TYC 8998-760-1 b";"Confirmed";14.0;3.0;"Hot Jupiter";;162.0;"TYC 8998-760-1";94.6;4573.0;;1727.0;11.13;9.0720000;8.3920000;1.15;;;;"7/7/22";"G-B: High resolution IR";2107.06297;"{"Isotopic fractions":"Detection"}";0;"No";
"ups And b";"Confirmed";0.62;1.6296235737175;"Hot Jupiter";4.61711;0.059;"ups And";13.47;6212.0;1.631;1574.946757955;4.09;3.1750000;2.8590000;1.15;4868.8475;2159.4555;"HD 9826 b";"8/16/19";"G-B: High resolution IR";1707.01534;"{"CO":"Upper limit","H2O":"Detection","CH4":"Upper limit"}";0;"No";
"V 1298 Tau b";"Confirmed";2.2;0.8217;"Warm Jupiter";24.1382;0.1688;"V 1298 Tau";108.5;4970.0;1.305;677.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution IR";2108.05358;"{"He":"No detection"}";0;"No";
"V 1298 Tau b";"Confirmed";2.2;0.8217;"Warm Jupiter";24.1382;0.1688;"V 1298 Tau";108.5;4970.0;1.305;677.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution IR";2110.10689;"{"He":"No detection"}";;"No";"Pre and post transit spectra from different nights than transit. Tentative absorption."
"V 1298 Tau c";"Confirmed";0.087237011804855;0.4389;"Hot";8.2479;0.0825;"V 1298 Tau";108.5;4970.0;1.305;968.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution IR";2108.05358;"{"He":"No detection"}";0;"No";
"V 1298 Tau c";"Confirmed";0.087237011804855;0.4389;"Hot";8.2479;0.0825;"V 1298 Tau";108.5;4970.0;1.305;968.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution visible";2108.08851;"{"H":"No detection"}";0;"No";
"V 1298 Tau c";"Confirmed";0.087237011804855;0.4389;"Hot";8.2479;0.0825;"V 1298 Tau";108.5;4970.0;1.305;968.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution visible";2107.01213;"{"H":"Upper limit"}";0;"No";"Ha variability, not clear if associated to the transiting planet"
"V 1298 Tau d";"Confirmed";0.11813739227052;0.5246;"Hot";12.403;0.1083;"V 1298 Tau";108.5;4970.0;1.305;845.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution IR";2108.05358;"{"He":"Upper limit"}";0;"No";
"VHS 1256-1257 b";"Confirmed";19.0;12.201629527736;"Hot Jupiter";;179.0;"VHS 1256-1257";12.7;2620.0;;1240.0;17.8;;;1.15;;;;"9/2/22";"JWST-MIRI";2209.00620;"{"CH4":"Detection","Na":"Detection","H2O":"Detection","K":"Detection","Si":"Detection"}";;"No";
"VHS 1256-1257 b";"Confirmed";19.0;12.201629527736;"Hot Jupiter";;179.0;"VHS 1256-1257";12.7;2620.0;;1240.0;17.8;;;1.15;;;;"9/2/22";"JWST-NIRSpec";2311.05349;"{"Isotopic":"Detection","CO":"Detection"}";;"No";
"WASP-10 b";"Confirmed";3.16;1.08;"Hot Jupiter";3.0927616;0.0371;"WASP-10";90.0;4675.0;0.783;1.37000000000e+03;12.7;10.6030000;9.9830000;1.15;34.3067;170.9737;;"5/30/14";"G-B: Low resolution visible";2305.19441;"{"Featureless":"Detection"}";;"No";
"WASP-100 b";"Confirmed";2.03;1.69;"UltraHot Jupiter";2.849375;0.0457;"WASP-100";364.4110000;6900.0;2.0;2710.0;10.8;9.9280010;9.6690000;1.15;84.6586;133.3741;;"5/5/20";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Secondary eclipse (D=94+/-17 ppm) and planetary phase curve detected. Marginal eastward dayside brightness offset."
"WASP-100 b";"Confirmed";2.03;1.69;"UltraHot Jupiter";2.849375;0.0457;"WASP-100";364.4110000;6900.0;2.0;2710.0;10.8;9.9280010;9.6690000;1.15;84.6586;133.3741;;"5/5/20";"TESS";"2020MNRAS.494.4077J";"[]";0.16;"Yes";
"WASP-103 b";"Confirmed";1.49;1.528;"UltraHot Jupiter";0.925542;0.01985;"WASP-103";470.0;6110.0;1.436;2508.0;12.0;11.1000000;10.7670000;1.15;89.2073;131.993;;"9/13/22";"HST-Other";2112.09973;"{"H-":"Detection","H2O":"Detection","FeH":"Detection","CO":"Upper limit","CH4":"Upper limit"}";0;"Yes";"HST+Spitzer data"
"WASP-103 b";"Confirmed";1.49;1.528;"UltraHot Jupiter";0.925542;0.01985;"WASP-103";470.0;6110.0;1.436;2508.0;12.0;11.1000000;10.7670000;1.15;89.2073;131.993;;"9/13/22";"G-B:Low resolution IR";2303.13732;"{"Molecular":"Detection"}";;"No";
"WASP-103 b";"Confirmed";1.49;1.528;"UltraHot Jupiter";0.925542;0.01985;"WASP-103";470.0;6110.0;1.436;2508.0;12.0;11.1000000;10.7670000;1.15;89.2073;131.993;;"9/13/22";"HST WFC3";"2018AJ....156...17K";"[]";0;"Yes";
"WASP-103 b";"Confirmed";1.49;1.528;"UltraHot Jupiter";0.925542;0.01985;"WASP-103";470.0;6110.0;1.436;2508.0;12.0;11.1000000;10.7670000;1.15;89.2073;131.993;;"9/13/22";"Spitzer";"2018AJ....156...17K";"[]";0;"Yes";"Spitzer Channel 1 and Channel 2 phase curves"
"WASP-103 b";"Confirmed";1.49;1.528;"UltraHot Jupiter";0.925542;0.01985;"WASP-103";470.0;6110.0;1.436;2508.0;12.0;11.1000000;10.7670000;1.15;89.2073;131.993;;"9/13/22";"G-B: Low resolution visible";"2015MNRAS.447..711S";"[]";0;"No";"Planet radius measured in the g, r, i and z filters. Increasing radius at bluer wavelengths found."
"WASP-103 b";"Confirmed";1.49;1.528;"UltraHot Jupiter";0.925542;0.01985;"WASP-103";470.0;6110.0;1.436;2508.0;12.0;11.1000000;10.7670000;1.15;89.2073;131.993;;"9/13/22";"G-B: Low resolution visible";"2016MNRAS.463...37S";"[]";0;"No";"Planet radius in g, r, i, z filters corrected for the presence of a faint nearby star."
"WASP-103 b";"Confirmed";1.49;1.528;"UltraHot Jupiter";0.925542;0.01985;"WASP-103";470.0;6110.0;1.436;2508.0;12.0;11.1000000;10.7670000;1.15;89.2073;131.993;;"9/13/22";"HST WFC3";"2020MNRAS.497.5155W";"{"H2O":"Detection"}";0;"No";"H2O absorption detected at 4 sigma"
